istat;name;cadastral;province;province_abbr;region;nuts3
082058;Polizzi Generosa;G792;Palermo;PA;Sicilia;ITG12
082059;Pollina;G797;Palermo;PA;Sicilia;ITG12
082060;Prizzi;H070;Palermo;PA;Sicilia;ITG12
082061;Roccamena;H422;Palermo;PA;Sicilia;ITG12
082062;Roccapalumba;H428;Palermo;PA;Sicilia;ITG12
082063;San Cipirello;H797;Palermo;PA;Sicilia;ITG12
082064;San Giuseppe Jato;H933;Palermo;PA;Sicilia;ITG12
082065;San Mauro Castelverde;I028;Palermo;PA;Sicilia;ITG12
082066;Santa Cristina Gela;I174;Palermo;PA;Sicilia;ITG12
082067;Santa Flavia;I188;Palermo;PA;Sicilia;ITG12
082068;Sciara;I534;Palermo;PA;Sicilia;ITG12
082069;Sclafani Bagni;I541;Palermo;PA;Sicilia;ITG12
082070;Termini Imerese;L112;Palermo;PA;Sicilia;ITG12
082071;Terrasini;L131;Palermo;PA;Sicilia;ITG12
082072;Torretta;L282;Palermo;PA;Sicilia;ITG12
082073;Trabia;L317;Palermo;PA;Sicilia;ITG12
082074;Trappeto;L332;Palermo;PA;Sicilia;ITG12
082075;Ustica;L519;Palermo;PA;Sicilia;ITG12
082076;Valledolmo;L603;Palermo;PA;Sicilia;ITG12
082077;Ventimiglia di Sicilia;L740;Palermo;PA;Sicilia;ITG12
082078;Vicari;L837;Palermo;PA;Sicilia;ITG12
082079;Villabate;L916;Palermo;PA;Sicilia;ITG12
082080;Villafrati;L951;Palermo;PA;Sicilia;ITG12
082081;Scillato;I538;Palermo;PA;Sicilia;ITG12
082082;Blufi;M268;Palermo;PA;Sicilia;ITG12
083001;Alcara li Fusi;A177;Messina;ME;Sicilia;ITG13
083002;Alì;A194;Messina;ME;Sicilia;ITG13
083003;Alì Terme;A201;Messina;ME;Sicilia;ITG13
083004;Antillo;A313;Messina;ME;Sicilia;ITG13
083005;Barcellona Pozzo di Gotto;A638;Messina;ME;Sicilia;ITG13
083006;Basicò;A698;Messina;ME;Sicilia;ITG13
083007;Brolo;B198;Messina;ME;Sicilia;ITG13
083008;Capizzi;B660;Messina;ME;Sicilia;ITG13
083009;Capo d'Orlando;B666;Messina;ME;Sicilia;ITG13
083010;Capri Leone;B695;Messina;ME;Sicilia;ITG13
083011;Caronia;B804;Messina;ME;Sicilia;ITG13
083012;Casalvecchio Siculo;B918;Messina;ME;Sicilia;ITG13
083013;Castel di Lucio;C094;Messina;ME;Sicilia;ITG13
083014;Castell'Umberto;C051;Messina;ME;Sicilia;ITG13
083015;Castelmola;C210;Messina;ME;Sicilia;ITG13
083016;Castroreale;C347;Messina;ME;Sicilia;ITG13
083017;Cesarò;C568;Messina;ME;Sicilia;ITG13
083018;Condrò;C956;Messina;ME;Sicilia;ITG13
083019;Falcone;D474;Messina;ME;Sicilia;ITG13
083020;Ficarra;D569;Messina;ME;Sicilia;ITG13
083021;Fiumedinisi;D622;Messina;ME;Sicilia;ITG13
083022;Floresta;D635;Messina;ME;Sicilia;ITG13
083023;Fondachelli-Fantina;D661;Messina;ME;Sicilia;ITG13
083024;Forza d'Agrò;D733;Messina;ME;Sicilia;ITG13
083025;Francavilla di Sicilia;D765;Messina;ME;Sicilia;ITG13
083026;Frazzanò;D793;Messina;ME;Sicilia;ITG13
083027;Furci Siculo;D824;Messina;ME;Sicilia;ITG13
083028;Furnari;D825;Messina;ME;Sicilia;ITG13
083029;Gaggi;D844;Messina;ME;Sicilia;ITG13
083030;Galati Mamertino;D861;Messina;ME;Sicilia;ITG13
083031;Gallodoro;D885;Messina;ME;Sicilia;ITG13
083032;Giardini-Naxos;E014;Messina;ME;Sicilia;ITG13
083033;Gioiosa Marea;E043;Messina;ME;Sicilia;ITG13
083034;Graniti;E142;Messina;ME;Sicilia;ITG13
083035;Gualtieri Sicaminò;E233;Messina;ME;Sicilia;ITG13
083036;Itala;E374;Messina;ME;Sicilia;ITG13
083037;Leni;E523;Messina;ME;Sicilia;ITG13
083038;Letojanni;E555;Messina;ME;Sicilia;ITG13
083039;Librizzi;E571;Messina;ME;Sicilia;ITG13
083040;Limina;E594;Messina;ME;Sicilia;ITG13
083041;Lipari;E606;Messina;ME;Sicilia;ITG13
083042;Longi;E674;Messina;ME;Sicilia;ITG13
083043;Malfa;E855;Messina;ME;Sicilia;ITG13
083044;Malvagna;E869;Messina;ME;Sicilia;ITG13
083045;Mandanici;E876;Messina;ME;Sicilia;ITG13
083046;Mazzarrà Sant'Andrea;F066;Messina;ME;Sicilia;ITG13
083047;Merì;F147;Messina;ME;Sicilia;ITG13
083048;Messina;F158;Messina;ME;Sicilia;ITG13
083049;Milazzo;F206;Messina;ME;Sicilia;ITG13
083050;Militello Rosmarino;F210;Messina;ME;Sicilia;ITG13
083051;Mirto;F242;Messina;ME;Sicilia;ITG13
083052;Mistretta;F251;Messina;ME;Sicilia;ITG13
083053;Moio Alcantara;F277;Messina;ME;Sicilia;ITG13
083054;Monforte San Giorgio;F359;Messina;ME;Sicilia;ITG13
083055;Mongiuffi Melia;F368;Messina;ME;Sicilia;ITG13
083056;Montagnareale;F395;Messina;ME;Sicilia;ITG13
083057;Montalbano Elicona;F400;Messina;ME;Sicilia;ITG13
083058;Motta Camastra;F772;Messina;ME;Sicilia;ITG13
083059;Motta d'Affermo;F773;Messina;ME;Sicilia;ITG13
083060;Naso;F848;Messina;ME;Sicilia;ITG13
083061;Nizza di Sicilia;F901;Messina;ME;Sicilia;ITG13
083062;Novara di Sicilia;F951;Messina;ME;Sicilia;ITG13
083063;Oliveri;G036;Messina;ME;Sicilia;ITG13
083064;Pace del Mela;G209;Messina;ME;Sicilia;ITG13
083065;Pagliara;G234;Messina;ME;Sicilia;ITG13
083066;Patti;G377;Messina;ME;Sicilia;ITG13
083067;Pettineo;G522;Messina;ME;Sicilia;ITG13
083068;Piraino;G699;Messina;ME;Sicilia;ITG13
083069;Raccuja;H151;Messina;ME;Sicilia;ITG13
083070;Reitano;H228;Messina;ME;Sicilia;ITG13
083071;Roccafiorita;H405;Messina;ME;Sicilia;ITG13
083072;Roccalumera;H418;Messina;ME;Sicilia;ITG13
083073;Roccavaldina;H380;Messina;ME;Sicilia;ITG13
083074;Roccella Valdemone;H455;Messina;ME;Sicilia;ITG13
083075;Rodì Milici;H479;Messina;ME;Sicilia;ITG13
083076;Rometta;H519;Messina;ME;Sicilia;ITG13
083077;San Filippo del Mela;H842;Messina;ME;Sicilia;ITG13
083078;San Fratello;H850;Messina;ME;Sicilia;ITG13
083079;San Marco d'Alunzio;H982;Messina;ME;Sicilia;ITG13
083080;San Pier Niceto;I084;Messina;ME;Sicilia;ITG13
083081;San Piero Patti;I086;Messina;ME;Sicilia;ITG13
083082;San Salvatore di Fitalia;I147;Messina;ME;Sicilia;ITG13
083083;Santa Domenica Vittoria;I184;Messina;ME;Sicilia;ITG13
083084;Sant'Agata di Militello;I199;Messina;ME;Sicilia;ITG13
083085;Sant'Alessio Siculo;I215;Messina;ME;Sicilia;ITG13
083086;Santa Lucia del Mela;I220;Messina;ME;Sicilia;ITG13
083087;Santa Marina Salina;I254;Messina;ME;Sicilia;ITG13
083088;Sant'Angelo di Brolo;I283;Messina;ME;Sicilia;ITG13
083089;Santa Teresa di Riva;I311;Messina;ME;Sicilia;ITG13
083090;San Teodoro;I328;Messina;ME;Sicilia;ITG13
083091;Santo Stefano di Camastra;I370;Messina;ME;Sicilia;ITG13
083092;Saponara;I420;Messina;ME;Sicilia;ITG13
083093;Savoca;I477;Messina;ME;Sicilia;ITG13
083094;Scaletta Zanclea;I492;Messina;ME;Sicilia;ITG13
083095;Sinagra;I747;Messina;ME;Sicilia;ITG13
083096;Spadafora;I881;Messina;ME;Sicilia;ITG13
083097;Taormina;L042;Messina;ME;Sicilia;ITG13
083098;Torregrotta;L271;Messina;ME;Sicilia;ITG13
083099;Tortorici;L308;Messina;ME;Sicilia;ITG13
083100;Tripi;L431;Messina;ME;Sicilia;ITG13
083101;Tusa;L478;Messina;ME;Sicilia;ITG13
083102;Ucria;L482;Messina;ME;Sicilia;ITG13
083103;Valdina;L561;Messina;ME;Sicilia;ITG13
083104;Venetico;L735;Messina;ME;Sicilia;ITG13
083105;Villafranca Tirrena;L950;Messina;ME;Sicilia;ITG13
083106;Terme Vigliatore;M210;Messina;ME;Sicilia;ITG13
083107;Acquedolci;M211;Messina;ME;Sicilia;ITG13
083108;Torrenova;M286;Messina;ME;Sicilia;ITG13
084001;Agrigento;A089;Agrigento;AG;Sicilia;ITG14
084002;Alessandria della Rocca;A181;Agrigento;AG;Sicilia;ITG14
084003;Aragona;A351;Agrigento;AG;Sicilia;ITG14
084004;Bivona;A896;Agrigento;AG;Sicilia;ITG14
084005;Burgio;B275;Agrigento;AG;Sicilia;ITG14
084006;Calamonaci;B377;Agrigento;AG;Sicilia;ITG14
084007;Caltabellotta;B427;Agrigento;AG;Sicilia;ITG14
084008;Camastra;B460;Agrigento;AG;Sicilia;ITG14
084009;Cammarata;B486;Agrigento;AG;Sicilia;ITG14
084010;Campobello di Licata;B520;Agrigento;AG;Sicilia;ITG14
084011;Canicattì;B602;Agrigento;AG;Sicilia;ITG14
084012;Casteltermini;C275;Agrigento;AG;Sicilia;ITG14
084013;Castrofilippo;C341;Agrigento;AG;Sicilia;ITG14
084014;Cattolica Eraclea;C356;Agrigento;AG;Sicilia;ITG14
084015;Cianciana;C668;Agrigento;AG;Sicilia;ITG14
084016;Comitini;C928;Agrigento;AG;Sicilia;ITG14
084017;Favara;D514;Agrigento;AG;Sicilia;ITG14
084018;Grotte;E209;Agrigento;AG;Sicilia;ITG14
084019;Joppolo Giancaxio;E390;Agrigento;AG;Sicilia;ITG14
084020;Lampedusa e Linosa;E431;Agrigento;AG;Sicilia;ITG14
084021;Licata;E573;Agrigento;AG;Sicilia;ITG14
084022;Lucca Sicula;E714;Agrigento;AG;Sicilia;ITG14
084023;Menfi;F126;Agrigento;AG;Sicilia;ITG14
084024;Montallegro;F414;Agrigento;AG;Sicilia;ITG14
084025;Montevago;F655;Agrigento;AG;Sicilia;ITG14
084026;Naro;F845;Agrigento;AG;Sicilia;ITG14
084027;Palma di Montechiaro;G282;Agrigento;AG;Sicilia;ITG14
084028;Porto Empedocle;F299;Agrigento;AG;Sicilia;ITG14
084029;Racalmuto;H148;Agrigento;AG;Sicilia;ITG14
084030;Raffadali;H159;Agrigento;AG;Sicilia;ITG14
084031;Ravanusa;H194;Agrigento;AG;Sicilia;ITG14
084032;Realmonte;H205;Agrigento;AG;Sicilia;ITG14
084033;Ribera;H269;Agrigento;AG;Sicilia;ITG14
084034;Sambuca di Sicilia;H743;Agrigento;AG;Sicilia;ITG14
084035;San Biagio Platani;H778;Agrigento;AG;Sicilia;ITG14
084036;San Giovanni Gemini;H914;Agrigento;AG;Sicilia;ITG14
084037;Santa Elisabetta;I185;Agrigento;AG;Sicilia;ITG14
084038;Santa Margherita di Belice;I224;Agrigento;AG;Sicilia;ITG14
084039;Sant'Angelo Muxaro;I290;Agrigento;AG;Sicilia;ITG14
084040;Santo Stefano Quisquina;I356;Agrigento;AG;Sicilia;ITG14
084041;Sciacca;I533;Agrigento;AG;Sicilia;ITG14
084042;Siculiana;I723;Agrigento;AG;Sicilia;ITG14
084043;Villafranca Sicula;L944;Agrigento;AG;Sicilia;ITG14
085001;Acquaviva Platani;A049;Caltanissetta;CL;Sicilia;ITG15
085002;Bompensiere;A957;Caltanissetta;CL;Sicilia;ITG15
085003;Butera;B302;Caltanissetta;CL;Sicilia;ITG15
085004;Caltanissetta;B429;Caltanissetta;CL;Sicilia;ITG15
085005;Campofranco;B537;Caltanissetta;CL;Sicilia;ITG15
085006;Delia;D267;Caltanissetta;CL;Sicilia;ITG15
085007;Gela;D960;Caltanissetta;CL;Sicilia;ITG15
085008;Marianopoli;E953;Caltanissetta;CL;Sicilia;ITG15
085009;Mazzarino;F065;Caltanissetta;CL;Sicilia;ITG15
085010;Milena;E618;Caltanissetta;CL;Sicilia;ITG15
085011;Montedoro;F489;Caltanissetta;CL;Sicilia;ITG15
085012;Mussomeli;F830;Caltanissetta;CL;Sicilia;ITG15
085013;Niscemi;F899;Caltanissetta;CL;Sicilia;ITG15
085014;Resuttano;H245;Caltanissetta;CL;Sicilia;ITG15
085015;Riesi;H281;Caltanissetta;CL;Sicilia;ITG15
085016;San Cataldo;H792;Caltanissetta;CL;Sicilia;ITG15
085017;Santa Caterina Villarmosa;I169;Caltanissetta;CL;Sicilia;ITG15
085018;Serradifalco;I644;Caltanissetta;CL;Sicilia;ITG15
085019;Sommatino;I824;Caltanissetta;CL;Sicilia;ITG15
085020;Sutera;L016;Caltanissetta;CL;Sicilia;ITG15
085021;Vallelunga Pratameno;L609;Caltanissetta;CL;Sicilia;ITG15
085022;Villalba;L959;Caltanissetta;CL;Sicilia;ITG15
086001;Agira;A070;Enna;EN;Sicilia;ITG16
086002;Aidone;A098;Enna;EN;Sicilia;ITG16
086003;Assoro;A478;Enna;EN;Sicilia;ITG16
086004;Barrafranca;A676;Enna;EN;Sicilia;ITG16
086005;Calascibetta;B381;Enna;EN;Sicilia;ITG16
086006;Catenanuova;C353;Enna;EN;Sicilia;ITG16
086007;Centuripe;C471;Enna;EN;Sicilia;ITG16
086008;Cerami;C480;Enna;EN;Sicilia;ITG16
086009;Enna;C342;Enna;EN;Sicilia;ITG16
086010;Gagliano Castelferrato;D849;Enna;EN;Sicilia;ITG16
086011;Leonforte;E536;Enna;EN;Sicilia;ITG16
086012;Nicosia;F892;Enna;EN;Sicilia;ITG16
086013;Nissoria;F900;Enna;EN;Sicilia;ITG16
086014;Piazza Armerina;G580;Enna;EN;Sicilia;ITG16
086015;Pietraperzia;G624;Enna;EN;Sicilia;ITG16
086016;Regalbuto;H221;Enna;EN;Sicilia;ITG16
086017;Sperlinga;I891;Enna;EN;Sicilia;ITG16
086018;Troina;L448;Enna;EN;Sicilia;ITG16
086019;Valguarnera Caropepe;L583;Enna;EN;Sicilia;ITG16
086020;Villarosa;M011;Enna;EN;Sicilia;ITG16
087001;Aci Bonaccorsi;A025;Catania;CT;Sicilia;ITG17
087002;Aci Castello;A026;Catania;CT;Sicilia;ITG17
087003;Aci Catena;A027;Catania;CT;Sicilia;ITG17
087004;Acireale;A028;Catania;CT;Sicilia;ITG17
087005;Aci Sant'Antonio;A029;Catania;CT;Sicilia;ITG17
087006;Adrano;A056;Catania;CT;Sicilia;ITG17
087007;Belpasso;A766;Catania;CT;Sicilia;ITG17
087008;Biancavilla;A841;Catania;CT;Sicilia;ITG17
087009;Bronte;B202;Catania;CT;Sicilia;ITG17
087010;Calatabiano;B384;Catania;CT;Sicilia;ITG17
087011;Caltagirone;B428;Catania;CT;Sicilia;ITG17
087012;Camporotondo Etneo;B561;Catania;CT;Sicilia;ITG17
087013;Castel di Iudica;C091;Catania;CT;Sicilia;ITG17
087014;Castiglione di Sicilia;C297;Catania;CT;Sicilia;ITG17
087015;Catania;C351;Catania;CT;Sicilia;ITG17
087016;Fiumefreddo di Sicilia;D623;Catania;CT;Sicilia;ITG17
087017;Giarre;E017;Catania;CT;Sicilia;ITG17
087018;Grammichele;E133;Catania;CT;Sicilia;ITG17
087019;Gravina di Catania;E156;Catania;CT;Sicilia;ITG17
087020;Licodia Eubea;E578;Catania;CT;Sicilia;ITG17
087021;Linguaglossa;E602;Catania;CT;Sicilia;ITG17
087022;Maletto;E854;Catania;CT;Sicilia;ITG17
087023;Mascali;F004;Catania;CT;Sicilia;ITG17
087024;Mascalucia;F005;Catania;CT;Sicilia;ITG17
087025;Militello in Val di Catania;F209;Catania;CT;Sicilia;ITG17
087026;Milo;F214;Catania;CT;Sicilia;ITG17
087027;Mineo;F217;Catania;CT;Sicilia;ITG17
087028;Mirabella Imbaccari;F231;Catania;CT;Sicilia;ITG17
087029;Misterbianco;F250;Catania;CT;Sicilia;ITG17
087030;Motta Sant'Anastasia;F781;Catania;CT;Sicilia;ITG17
087031;Nicolosi;F890;Catania;CT;Sicilia;ITG17
087032;Palagonia;G253;Catania;CT;Sicilia;ITG17
087033;Paternò;G371;Catania;CT;Sicilia;ITG17
087034;Pedara;G402;Catania;CT;Sicilia;ITG17
087035;Piedimonte Etneo;G597;Catania;CT;Sicilia;ITG17
087036;Raddusa;H154;Catania;CT;Sicilia;ITG17
087037;Ramacca;H168;Catania;CT;Sicilia;ITG17
087038;Randazzo;H175;Catania;CT;Sicilia;ITG17
087039;Riposto;H325;Catania;CT;Sicilia;ITG17
087040;San Cono;H805;Catania;CT;Sicilia;ITG17
087041;San Giovanni la Punta;H922;Catania;CT;Sicilia;ITG17
087042;San Gregorio di Catania;H940;Catania;CT;Sicilia;ITG17
087043;San Michele di Ganzaria;I035;Catania;CT;Sicilia;ITG17
087044;San Pietro Clarenza;I098;Catania;CT;Sicilia;ITG17
087045;Sant'Agata li Battiati;I202;Catania;CT;Sicilia;ITG17
087046;Sant'Alfio;I216;Catania;CT;Sicilia;ITG17
087047;Santa Maria di Licodia;I240;Catania;CT;Sicilia;ITG17
087048;Santa Venerina;I314;Catania;CT;Sicilia;ITG17
087049;Scordia;I548;Catania;CT;Sicilia;ITG17
087050;Trecastagni;L355;Catania;CT;Sicilia;ITG17
087051;Tremestieri Etneo;L369;Catania;CT;Sicilia;ITG17
087052;Valverde;L658;Catania;CT;Sicilia;ITG17
087053;Viagrande;L828;Catania;CT;Sicilia;ITG17
087054;Vizzini;M100;Catania;CT;Sicilia;ITG17
087055;Zafferana Etnea;M139;Catania;CT;Sicilia;ITG17
087056;Mazzarrone;M271;Catania;CT;Sicilia;ITG17
087057;Maniace;M283;Catania;CT;Sicilia;ITG17
087058;Ragalna;M287;Catania;CT;Sicilia;ITG17
088001;Acate;A014;Ragusa;RG;Sicilia;ITG18
088002;Chiaramonte Gulfi;C612;Ragusa;RG;Sicilia;ITG18
088003;Comiso;C927;Ragusa;RG;Sicilia;ITG18
088004;Giarratana;E016;Ragusa;RG;Sicilia;ITG18
088005;Ispica;E366;Ragusa;RG;Sicilia;ITG18
088006;Modica;F258;Ragusa;RG;Sicilia;ITG18
088007;Monterosso Almo;F610;Ragusa;RG;Sicilia;ITG18
088008;Pozzallo;G953;Ragusa;RG;Sicilia;ITG18
088009;Ragusa;H163;Ragusa;RG;Sicilia;ITG18
088010;Santa Croce Camerina;I178;Ragusa;RG;Sicilia;ITG18
088011;Scicli;I535;Ragusa;RG;Sicilia;ITG18
088012;Vittoria;M088;Ragusa;RG;Sicilia;ITG18
089001;Augusta;A494;Siracusa;SR;Sicilia;ITG19
089002;Avola;A522;Siracusa;SR;Sicilia;ITG19
089003;Buccheri;B237;Siracusa;SR;Sicilia;ITG19
089004;Buscemi;B287;Siracusa;SR;Sicilia;ITG19
089005;Canicattini Bagni;B603;Siracusa;SR;Sicilia;ITG19
089006;Carlentini;B787;Siracusa;SR;Sicilia;ITG19
089007;Cassaro;C006;Siracusa;SR;Sicilia;ITG19
089008;Ferla;D540;Siracusa;SR;Sicilia;ITG19
089009;Floridia;D636;Siracusa;SR;Sicilia;ITG19
089010;Francofonte;D768;Siracusa;SR;Sicilia;ITG19
089011;Lentini;E532;Siracusa;SR;Sicilia;ITG19
089012;Melilli;F107;Siracusa;SR;Sicilia;ITG19
089013;Noto;F943;Siracusa;SR;Sicilia;ITG19
089014;Pachino;G211;Siracusa;SR;Sicilia;ITG19
089015;Palazzolo Acreide;G267;Siracusa;SR;Sicilia;ITG19
089016;Rosolini;H574;Siracusa;SR;Sicilia;ITG19
089017;Siracusa;I754;Siracusa;SR;Sicilia;ITG19
089018;Solarino;I785;Siracusa;SR;Sicilia;ITG19
089019;Sortino;I864;Siracusa;SR;Sicilia;ITG19
089020;Portopalo di Capo Passero;M257;Siracusa;SR;Sicilia;ITG19
089021;Priolo Gargallo;M279;Siracusa;SR;Sicilia;ITG19
090001;Aggius;A069;Sassari;SS;Sardegna;ITG2D
090002;Alà dei Sardi;A115;Sassari;SS;Sardegna;ITG2D
090003;Alghero;A192;Sassari;SS;Sardegna;ITG2D
090004;Anela;A287;Sassari;SS;Sardegna;ITG2D
090005;Ardara;A379;Sassari;SS;Sardegna;ITG2D
090006;Arzachena;A453;Sassari;SS;Sardegna;ITG2D
090007;Banari;A606;Sassari;SS;Sardegna;ITG2D
090008;Benetutti;A781;Sassari;SS;Sardegna;ITG2D
090009;Berchidda;A789;Sassari;SS;Sardegna;ITG2D
090010;Bessude;A827;Sassari;SS;Sardegna;ITG2D
090011;Bonnanaro;A976;Sassari;SS;Sardegna;ITG2D
090012;Bono;A977;Sassari;SS;Sardegna;ITG2D
090013;Bonorva;A978;Sassari;SS;Sardegna;ITG2D
090014;Bortigiadas;B063;Sassari;SS;Sardegna;ITG2D
090015;Borutta;B064;Sassari;SS;Sardegna;ITG2D
090016;Bottidda;B094;Sassari;SS;Sardegna;ITG2D
090017;Buddusò;B246;Sassari;SS;Sardegna;ITG2D
090018;Bultei;B264;Sassari;SS;Sardegna;ITG2D
090019;Bulzi;B265;Sassari;SS;Sardegna;ITG2D
090020;Burgos;B276;Sassari;SS;Sardegna;ITG2D
090021;Calangianus;B378;Sassari;SS;Sardegna;ITG2D
090022;Cargeghe;B772;Sassari;SS;Sardegna;ITG2D
090023;Castelsardo;C272;Sassari;SS;Sardegna;ITG2D
090024;Cheremule;C600;Sassari;SS;Sardegna;ITG2D
090025;Chiaramonti;C613;Sassari;SS;Sardegna;ITG2D
090026;Codrongianos;C818;Sassari;SS;Sardegna;ITG2D
090027;Cossoine;D100;Sassari;SS;Sardegna;ITG2D
090028;Esporlatu;D441;Sassari;SS;Sardegna;ITG2D
090029;Florinas;D637;Sassari;SS;Sardegna;ITG2D
090030;Giave;E019;Sassari;SS;Sardegna;ITG2D
090031;Illorai;E285;Sassari;SS;Sardegna;ITG2D
090032;Ittireddu;E376;Sassari;SS;Sardegna;ITG2D
090033;Ittiri;E377;Sassari;SS;Sardegna;ITG2D
090034;Laerru;E401;Sassari;SS;Sardegna;ITG2D
090035;La Maddalena;E425;Sassari;SS;Sardegna;ITG2D
090036;Luogosanto;E747;Sassari;SS;Sardegna;ITG2D
090037;Luras;E752;Sassari;SS;Sardegna;ITG2D
090038;Mara;E902;Sassari;SS;Sardegna;ITG2D
090039;Martis;E992;Sassari;SS;Sardegna;ITG2D
090040;Monteleone Rocca Doria;F542;Sassari;SS;Sardegna;ITG2D
090041;Monti;F667;Sassari;SS;Sardegna;ITG2D
090042;Mores;F721;Sassari;SS;Sardegna;ITG2D
090043;Muros;F818;Sassari;SS;Sardegna;ITG2D
090044;Nughedu San Nicolò;F975;Sassari;SS;Sardegna;ITG2D
090045;Nule;F976;Sassari;SS;Sardegna;ITG2D
090046;Nulvi;F977;Sassari;SS;Sardegna;ITG2D
090047;Olbia;G015;Sassari;SS;Sardegna;ITG2D
090048;Olmedo;G046;Sassari;SS;Sardegna;ITG2D
090049;Oschiri;G153;Sassari;SS;Sardegna;ITG2D
090050;Osilo;G156;Sassari;SS;Sardegna;ITG2D
090051;Ossi;G178;Sassari;SS;Sardegna;ITG2D
090052;Ozieri;G203;Sassari;SS;Sardegna;ITG2D
090053;Padria;G225;Sassari;SS;Sardegna;ITG2D
090054;Palau;G258;Sassari;SS;Sardegna;ITG2D
090055;Pattada;G376;Sassari;SS;Sardegna;ITG2D
090056;Perfugas;G450;Sassari;SS;Sardegna;ITG2D
090057;Ploaghe;G740;Sassari;SS;Sardegna;ITG2D
090058;Porto Torres;G924;Sassari;SS;Sardegna;ITG2D
090059;Pozzomaggiore;G962;Sassari;SS;Sardegna;ITG2D
090060;Putifigari;H095;Sassari;SS;Sardegna;ITG2D
090061;Romana;H507;Sassari;SS;Sardegna;ITG2D
090062;Aglientu;H848;Sassari;SS;Sardegna;ITG2D
090063;Santa Teresa Gallura;I312;Sassari;SS;Sardegna;ITG2D
090064;Sassari;I452;Sassari;SS;Sardegna;ITG2D
090065;Sedini;I565;Sassari;SS;Sardegna;ITG2D
090066;Semestene;I598;Sassari;SS;Sardegna;ITG2D
090067;Sennori;I614;Sassari;SS;Sardegna;ITG2D
090068;Siligo;I732;Sassari;SS;Sardegna;ITG2D
090069;Sorso;I863;Sassari;SS;Sardegna;ITG2D
090070;Tempio Pausania;L093;Sassari;SS;Sardegna;ITG2D
090071;Thiesi;L158;Sassari;SS;Sardegna;ITG2D
090072;Tissi;L180;Sassari;SS;Sardegna;ITG2D
090073;Torralba;L235;Sassari;SS;Sardegna;ITG2D
090074;Trinità d'Agultu e Vignola;L428;Sassari;SS;Sardegna;ITG2D
090075;Tula;L464;Sassari;SS;Sardegna;ITG2D
090076;Uri;L503;Sassari;SS;Sardegna;ITG2D
090077;Usini;L509;Sassari;SS;Sardegna;ITG2D
090078;Villanova Monteleone;L989;Sassari;SS;Sardegna;ITG2D
090079;Valledoria;L604;Sassari;SS;Sardegna;ITG2D
090080;Telti;L088;Sassari;SS;Sardegna;ITG2D
090081;Badesi;M214;Sassari;SS;Sardegna;ITG2D
090082;Viddalba;M259;Sassari;SS;Sardegna;ITG2D
090083;Golfo Aranci;M274;Sassari;SS;Sardegna;ITG2D
090084;Loiri Porto San Paolo;M275;Sassari;SS;Sardegna;ITG2D
090085;Sant'Antonio di Gallura;M276;Sassari;SS;Sardegna;ITG2D
090086;Tergu;M282;Sassari;SS;Sardegna;ITG2D
090087;Santa Maria Coghinas;M284;Sassari;SS;Sardegna;ITG2D
090088;Erula;M292;Sassari;SS;Sardegna;ITG2D
090089;Stintino;M290;Sassari;SS;Sardegna;ITG2D
090090;Padru;M301;Sassari;SS;Sardegna;ITG2D
090091;Budoni;B248;Sassari;SS;Sardegna;ITG2D
090092;San Teodoro;I329;Sassari;SS;Sardegna;ITG2D
091001;Aritzo;A407;Nuoro;NU;Sardegna;ITG2E
091002;Arzana;A454;Nuoro;NU;Sardegna;ITG2E
091003;Atzara;A492;Nuoro;NU;Sardegna;ITG2E
091004;Austis;A503;Nuoro;NU;Sardegna;ITG2E
091005;Bari Sardo;A663;Nuoro;NU;Sardegna;ITG2E
091006;Baunei;A722;Nuoro;NU;Sardegna;ITG2E
091007;Belvì;A776;Nuoro;NU;Sardegna;ITG2E
091008;Birori;A880;Nuoro;NU;Sardegna;ITG2E
091009;Bitti;A895;Nuoro;NU;Sardegna;ITG2E
091010;Bolotana;A948;Nuoro;NU;Sardegna;ITG2E
091011;Borore;B056;Nuoro;NU;Sardegna;ITG2E
091012;Bortigali;B062;Nuoro;NU;Sardegna;ITG2E
091016;Desulo;D287;Nuoro;NU;Sardegna;ITG2E
091017;Dorgali;D345;Nuoro;NU;Sardegna;ITG2E
091018;Dualchi;D376;Nuoro;NU;Sardegna;ITG2E
091019;Elini;D395;Nuoro;NU;Sardegna;ITG2E
091024;Fonni;D665;Nuoro;NU;Sardegna;ITG2E
091025;Gadoni;D842;Nuoro;NU;Sardegna;ITG2E
091026;Gairo;D859;Nuoro;NU;Sardegna;ITG2E
091027;Galtellì;D888;Nuoro;NU;Sardegna;ITG2E
091028;Gavoi;D947;Nuoro;NU;Sardegna;ITG2E
091031;Girasole;E049;Nuoro;NU;Sardegna;ITG2E
091032;Ilbono;E283;Nuoro;NU;Sardegna;ITG2E
091033;Irgoli;E323;Nuoro;NU;Sardegna;ITG2E
091035;Jerzu;E387;Nuoro;NU;Sardegna;ITG2E
091037;Lanusei;E441;Nuoro;NU;Sardegna;ITG2E
091038;Lei;E517;Nuoro;NU;Sardegna;ITG2E
091039;Loceri;E644;Nuoro;NU;Sardegna;ITG2E
091040;Loculi;E646;Nuoro;NU;Sardegna;ITG2E
091041;Lodè;E647;Nuoro;NU;Sardegna;ITG2E
091042;Lotzorai;E700;Nuoro;NU;Sardegna;ITG2E
091043;Lula;E736;Nuoro;NU;Sardegna;ITG2E
